expend,area,region
86.31,Rural,Central Highlands
192.82,Rural,Central Highlands
78.73,Rural,Central Highlands
48.52,Rural,Central Highlands
150.85,Rural,Central Highlands
54.09,Rural,Central Highlands
250.38,Rural,Central Highlands
75.79,Rural,Central Highlands
326.5,Rural,Central Highlands
130.47,Rural,Central Highlands
134.26,Rural,Central Highlands
30.62,Rural,Central Highlands
77.17,Rural,Central Highlands
202.57,Rural,Central Highlands
201.99,Rural,Central Highlands
70.86,Rural,Central Highlands
54.38,Rural,Central Highlands
133.05,Rural,Central Highlands
57.49,Rural,Central Highlands
112.37,Rural,Central Highlands
199.81,Rural,Central Highlands
91.91,Rural,Central Highlands
111.77,Rural,Central Highlands
79.56,Rural,Central Highlands
55.75,Rural,Central Highlands
206.62,Rural,Central Highlands
139.37,Rural,Central Highlands
38.67,Rural,Central Highlands
180.27,Rural,Central Highlands
41.12,Rural,Central Highlands
86.76,Rural,Central Highlands
58.39,Rural,Central Highlands
229.92,Rural,Central Highlands
139.53,Rural,Central Highlands
180.3,Rural,Central Highlands
189.97,Rural,Central Highlands
128.33,Rural,Central Highlands
72.21,Rural,Central Highlands
193.58,Rural,Central Highlands
184.95,Rural,Central Highlands
105.58,Rural,Central Highlands
114.35,Rural,Central Highlands
106.87,Rural,Central Highlands
272.42,Rural,Central Highlands
142.64,Rural,Central Highlands
113.02,Rural,Central Highlands
86.16,Rural,Central Highlands
203.38,Rural,Central Highlands
194.75,Rural,Central Highlands
45.94,Rural,Central Highlands
103.75,Rural,Central Highlands
90.26,Rural,Central Highlands
140.32,Rural,Central Highlands
203.21,Rural,Central Highlands
59.73,Rural,Central Highlands
72.34,Rural,Central Highlands
208.13,Rural,Central Highlands
140.13,Rural,Central Highlands
95.08,Rural,Central Highlands
97.08,Rural,Central Highlands
115.1,Rural,Central Highlands
73.87,Rural,Central Highlands
144.51,Rural,Central Highlands
53.77,Rural,Central Highlands
144.62,Rural,Central Highlands
76.84,Rural,Central Highlands
80.59,Rural,Central Highlands
75.14,Rural,Central Highlands
25.42,Rural,Central Highlands
196.77,Rural,Central Highlands
109.9,Rural,Central Highlands
69.27,Rural,Central Highlands
32.15,Rural,Central Highlands
189.46,Rural,Central Highlands
199.53,Rural,Central Highlands
54.44,Rural,Central Highlands
113.52,Rural,Central Highlands
148.59,Rural,Central Highlands
39.26,Rural,Central Highlands
185.91,Rural,Central Highlands
36.58,Rural,Central Highlands
156.7,Rural,Central Highlands
138.14,Rural,Central Highlands
112.71,Rural,Central Highlands
129.46,Rural,Central Highlands
147,Rural,Central Highlands
112.21,Rural,Central Highlands
197.77,Rural,Central Highlands
44.55,Rural,Central Highlands
57.67,Rural,Central Highlands
104.41,Rural,Central Highlands
119.26,Rural,Central Highlands
127.14,Rural,Central Highlands
139.28,Rural,Central Highlands
49.02,Rural,Central Highlands
189.55,Rural,Central Highlands
81.69,Rural,Central Highlands
115.2,Rural,Central Highlands
102.54,Rural,Central Highlands
114.41,Rural,Central Highlands
328.71,Rural,Central Highlands
49.94,Rural,Central Highlands
89.48,Rural,Central Highlands
315.17,Rural,Central Highlands
98.27,Rural,Central Highlands
71.69,Rural,Central Highlands
43.07,Rural,Central Highlands
182.99,Rural,Central Highlands
104.92,Rural,Central Highlands
129.44,Rural,Central Highlands
71.06,Rural,Central Highlands
106.41,Rural,Central Highlands
177.51,Rural,Central Highlands
86.65,Rural,Central Highlands
46.22,Rural,Central Highlands
37.34,Rural,Central Highlands
116.43,Rural,Central Highlands
122.52,Rural,Central Highlands
123.36,Rural,Central Highlands
200.02,Rural,Central Highlands
150.43,Rural,Central Highlands
301.22,Rural,Central Highlands
137.06,Rural,Central Highlands
137.03,Rural,Central Highlands
59.73,Rural,Central Highlands
33.95,Rural,Central Highlands
153.23,Rural,Central Highlands
70.55,Rural,Central Highlands
144.45,Rural,Central Highlands
44.06,Rural,Central Highlands
116.48,Rural,Central Highlands
118.09,Rural,Central Highlands
30.76,Rural,Central Highlands
37.09,Rural,Central Highlands
194.47,Rural,Central Highlands
23.82,Rural,Central Highlands
183.65,Rural,Central Highlands
146.18,Rural,Central Highlands
87.73,Rural,Central Highlands
41.05,Rural,Mekong Delta
91.07,Rural,Mekong Delta
154.59,Rural,Mekong Delta
83,Rural,Mekong Delta
142.94,Rural,Mekong Delta
84.31,Rural,Mekong Delta
102.19,Rural,Mekong Delta
97.24,Rural,Mekong Delta
345.13,Rural,Mekong Delta
134.12,Rural,Mekong Delta
200.62,Rural,Mekong Delta
185.76,Rural,Mekong Delta
129.05,Rural,Mekong Delta
263.95,Rural,Mekong Delta
142.45,Rural,Mekong Delta
128.69,Rural,Mekong Delta
93.48,Rural,Mekong Delta
227.37,Rural,Mekong Delta
135.84,Rural,Mekong Delta
114.93,Rural,Mekong Delta
123.52,Rural,Mekong Delta
170.94,Rural,Mekong Delta
133.36,Rural,Mekong Delta
137.77,Rural,Mekong Delta
103.12,Rural,Mekong Delta
134.12,Rural,Mekong Delta
164.68,Rural,Mekong Delta
83.27,Rural,Mekong Delta
267.82,Rural,Mekong Delta
118.09,Rural,Mekong Delta
93.49,Rural,Mekong Delta
140.99,Rural,Mekong Delta
81.96,Rural,Mekong Delta
208.02,Rural,Mekong Delta
208.23,Rural,Mekong Delta
212.63,Rural,Mekong Delta
110.98,Rural,Mekong Delta
95.26,Rural,Mekong Delta
110.08,Rural,Mekong Delta
63.85,Rural,Mekong Delta
31.98,Rural,Mekong Delta
122.26,Rural,Mekong Delta
48.13,Rural,Mekong Delta
338.49,Rural,Mekong Delta
102.76,Rural,Mekong Delta
99.29,Rural,Mekong Delta
123.61,Rural,Mekong Delta
282.79,Rural,Mekong Delta
418.02,Rural,Mekong Delta
223.1,Rural,Mekong Delta
260.89,Rural,Mekong Delta
97.11,Rural,Mekong Delta
102.27,Rural,Mekong Delta
167.88,Rural,Mekong Delta
226.32,Rural,Mekong Delta
170.45,Rural,Mekong Delta
89.75,Rural,Mekong Delta
70.14,Rural,Mekong Delta
198.71,Rural,Mekong Delta
179.33,Rural,Mekong Delta
127.78,Rural,Mekong Delta
75.41,Rural,Mekong Delta
97.03,Rural,Mekong Delta
192.05,Rural,Mekong Delta
148.55,Rural,Mekong Delta
137.64,Rural,Mekong Delta
175.66,Rural,Mekong Delta
101.13,Rural,Mekong Delta
114.61,Rural,Mekong Delta
171.49,Rural,Mekong Delta
99.71,Rural,Mekong Delta
221.09,Rural,Mekong Delta
128.98,Rural,Mekong Delta
143.96,Rural,Mekong Delta
149.63,Rural,Mekong Delta
83.47,Rural,Mekong Delta
176.05,Rural,Mekong Delta
222.67,Rural,Mekong Delta
114.14,Rural,Mekong Delta
235.18,Rural,Mekong Delta
175.09,Rural,Mekong Delta
139.44,Rural,Mekong Delta
125.89,Rural,Mekong Delta
185.85,Rural,Mekong Delta
143,Rural,Mekong Delta
105.72,Rural,Mekong Delta
158.11,Rural,Mekong Delta
131.81,Rural,Mekong Delta
90.24,Rural,Mekong Delta
202.79,Rural,Mekong Delta
310.76,Rural,Mekong Delta
124.31,Rural,Mekong Delta
107.81,Rural,Mekong Delta
73.77,Rural,Mekong Delta
239.58,Rural,Mekong Delta
225.55,Rural,Mekong Delta
167.73,Rural,Mekong Delta
144.97,Rural,Mekong Delta
80.91,Rural,Mekong Delta
123.97,Rural,Mekong Delta
66.27,Rural,Mekong Delta
219.48,Rural,Mekong Delta
114.44,Rural,Mekong Delta
84.89,Rural,Mekong Delta
100.07,Rural,Mekong Delta
117.24,Rural,Mekong Delta
139.45,Rural,Mekong Delta
247.97,Rural,Mekong Delta
80.74,Rural,Mekong Delta
118.37,Rural,Mekong Delta
59.11,Rural,Mekong Delta
191.07,Rural,Mekong Delta
138.7,Rural,Mekong Delta
217.14,Rural,Mekong Delta
134.66,Rural,Mekong Delta
107.5,Rural,Mekong Delta
151.33,Rural,Mekong Delta
69.07,Rural,Mekong Delta
124.81,Rural,Mekong Delta
93.82,Rural,Mekong Delta
281.36,Rural,Mekong Delta
119.13,Rural,Mekong Delta
113.55,Rural,Mekong Delta
147.39,Rural,Mekong Delta
140.84,Rural,Mekong Delta
194.2,Rural,Mekong Delta
223.79,Rural,Mekong Delta
213.62,Rural,Mekong Delta
142.65,Rural,Mekong Delta
351.67,Rural,Mekong Delta
204.7,Rural,Mekong Delta
214.4,Rural,Mekong Delta
109.95,Rural,Mekong Delta
270,Rural,Mekong Delta
232.92,Rural,Mekong Delta
162.31,Rural,Mekong Delta
130.78,Rural,Mekong Delta
208.16,Rural,Mekong Delta
154.91,Rural,Mekong Delta
320.69,Rural,Mekong Delta
269,Rural,Mekong Delta
274.06,Rural,Mekong Delta
188.75,Rural,Mekong Delta
136.67,Rural,Mekong Delta
160.89,Rural,Mekong Delta
155.15,Rural,Mekong Delta
97.75,Rural,Mekong Delta
145.76,Rural,Mekong Delta
158.86,Rural,Mekong Delta
104.48,Rural,Mekong Delta
89.58,Rural,Mekong Delta
148.25,Rural,Mekong Delta
144.76,Rural,Mekong Delta
207,Rural,Mekong Delta
153.51,Rural,Mekong Delta
109.09,Rural,Mekong Delta
112.46,Rural,Mekong Delta
145.41,Rural,Mekong Delta
204.87,Rural,Mekong Delta
85.51,Rural,Mekong Delta
103.52,Rural,Mekong Delta
142.87,Rural,Mekong Delta
94.45,Rural,Mekong Delta
163.37,Rural,Mekong Delta
83.41,Rural,Mekong Delta
188.01,Rural,Mekong Delta
189.41,Rural,Mekong Delta
194.09,Rural,Mekong Delta
176.27,Rural,Mekong Delta
86.29,Rural,Mekong Delta
196.14,Rural,Mekong Delta
184.89,Rural,Mekong Delta
159.39,Rural,Mekong Delta
128.11,Rural,Mekong Delta
169.32,Rural,Mekong Delta
135.76,Rural,Mekong Delta
126.11,Rural,Mekong Delta
235.64,Rural,Mekong Delta
127.09,Rural,Mekong Delta
155.47,Rural,Mekong Delta
104.34,Rural,Mekong Delta
98.6,Rural,Mekong Delta
182.84,Rural,Mekong Delta
103.81,Rural,Mekong Delta
104.9,Rural,Mekong Delta
91.13,Rural,Mekong Delta
64.04,Rural,Mekong Delta
115.06,Rural,Mekong Delta
89.25,Rural,Mekong Delta
399.94,Rural,Mekong Delta
92.85,Rural,Mekong Delta
99.35,Rural,Mekong Delta
220.01,Rural,Mekong Delta
86.1,Rural,Mekong Delta
216.47,Rural,Mekong Delta
316.22,Rural,Mekong Delta
98.92,Rural,Mekong Delta
101.43,Rural,Mekong Delta
124.19,Rural,Mekong Delta
111.56,Rural,Mekong Delta
136.73,Rural,Mekong Delta
266.11,Rural,Mekong Delta
54.03,Rural,Mekong Delta
193.98,Rural,Mekong Delta
104.9,Rural,Mekong Delta
219.99,Rural,Mekong Delta
190.02,Rural,Mekong Delta
260,Rural,Mekong Delta
267.6,Rural,Mekong Delta
120.28,Rural,Mekong Delta
108.95,Rural,Mekong Delta
54.58,Rural,Mekong Delta
146.4,Rural,Mekong Delta
364.35,Rural,Mekong Delta
179.33,Rural,Mekong Delta
129.19,Rural,Mekong Delta
181.37,Rural,Mekong Delta
112.5,Rural,Mekong Delta
235.11,Rural,Mekong Delta
151.15,Rural,Mekong Delta
87.75,Rural,Mekong Delta
167.36,Rural,Mekong Delta
173.75,Rural,Mekong Delta
228.34,Rural,Mekong Delta
83.3,Rural,Mekong Delta
49.21,Rural,Mekong Delta
173.23,Rural,Mekong Delta
97.45,Rural,Mekong Delta
180.09,Rural,Mekong Delta
132.21,Rural,Mekong Delta
195.05,Rural,Mekong Delta
212.63,Rural,Mekong Delta
218.11,Rural,Mekong Delta
134.09,Rural,Mekong Delta
165.99,Rural,Mekong Delta
198.57,Rural,Mekong Delta
87.29,Rural,Mekong Delta
137.56,Rural,Mekong Delta
158.29,Rural,Mekong Delta
148.71,Rural,Mekong Delta
305.8,Rural,Mekong Delta
256.67,Rural,Mekong Delta
228.45,Rural,Mekong Delta
239.33,Rural,Mekong Delta
100.48,Rural,Mekong Delta
253.82,Rural,Mekong Delta
96.97,Rural,Mekong Delta
302.18,Rural,Mekong Delta
158.79,Rural,Mekong Delta
126.45,Rural,Mekong Delta
76.9,Rural,Mekong Delta
101.56,Rural,Mekong Delta
247.88,Rural,Mekong Delta
182.76,Rural,Mekong Delta
101.22,Rural,Mekong Delta
136.6,Rural,Mekong Delta
173.15,Rural,Mekong Delta
98.06,Rural,Mekong Delta
190.25,Rural,Mekong Delta
189.31,Rural,Mekong Delta
100.14,Rural,Mekong Delta
168.99,Rural,Mekong Delta
177.69,Rural,Mekong Delta
245.92,Rural,Mekong Delta
106.27,Rural,Mekong Delta
271.11,Rural,Mekong Delta
110.1,Rural,Mekong Delta
129.62,Rural,Mekong Delta
146.44,Rural,Mekong Delta
127.18,Rural,Mekong Delta
213.47,Rural,Mekong Delta
313.62,Rural,Mekong Delta
242.97,Rural,Mekong Delta
107.01,Rural,Mekong Delta
218.44,Rural,Mekong Delta
199.98,Rural,Mekong Delta
190.63,Rural,Mekong Delta
171.6,Rural,Mekong Delta
115.51,Rural,Mekong Delta
225.72,Rural,Mekong Delta
112.77,Rural,Mekong Delta
149.87,Rural,Mekong Delta
104.48,Rural,Mekong Delta
154.68,Rural,Mekong Delta
222.91,Rural,Mekong Delta
142.5,Rural,Mekong Delta
147.51,Rural,Mekong Delta
75.5,Rural,Mekong Delta
134.87,Rural,Mekong Delta
193.13,Rural,Mekong Delta
85.45,Rural,Mekong Delta
119.54,Rural,Mekong Delta
151.07,Rural,Mekong Delta
43.04,Rural,Mekong Delta
139.56,Rural,Mekong Delta
103.08,Rural,Mekong Delta
149.39,Rural,Mekong Delta
69.82,Rural,Mekong Delta
116.01,Rural,Mekong Delta
405.58,Rural,Mekong Delta
80.65,Rural,Mekong Delta
100.62,Rural,Mekong Delta
136.81,Rural,Mekong Delta
74.59,Rural,Mekong Delta
124.45,Rural,Mekong Delta
87.36,Rural,Mekong Delta
78.18,Rural,Mekong Delta
150.27,Rural,Mekong Delta
121.09,Rural,Mekong Delta
163.86,Rural,Mekong Delta
130.37,Rural,Mekong Delta
140.65,Rural,Mekong Delta
190.53,Rural,Mekong Delta
153.38,Rural,Mekong Delta
188.11,Rural,Mekong Delta
98.06,Rural,Mekong Delta
85.03,Rural,Mekong Delta
152.93,Rural,Mekong Delta
107.82,Rural,Mekong Delta
100.14,Rural,Mekong Delta
117.84,Rural,Mekong Delta
312.2,Rural,Mekong Delta
185.95,Rural,Mekong Delta
171.99,Rural,Mekong Delta
220.37,Rural,Mekong Delta
131.75,Rural,Mekong Delta
129.53,Rural,Mekong Delta
156.27,Rural,Mekong Delta
79.38,Rural,Mekong Delta
141.7,Rural,Mekong Delta
169.29,Rural,Mekong Delta
385.02,Rural,Mekong Delta
118.78,Rural,Mekong Delta
128.14,Rural,Mekong Delta
117.67,Rural,Mekong Delta
119.09,Rural,Mekong Delta
140.32,Rural,Mekong Delta
45.31,Rural,Mekong Delta
109.35,Rural,Mekong Delta
121.48,Rural,Mekong Delta
114.73,Rural,Mekong Delta
125.15,Rural,Mekong Delta
247.91,Rural,Mekong Delta
126.72,Rural,Mekong Delta
111.01,Rural,Mekong Delta
287.4,Rural,Mekong Delta
121.19,Rural,Mekong Delta
217.73,Rural,Mekong Delta
100.43,Rural,Mekong Delta
138.2,Rural,Mekong Delta
65.37,Rural,Mekong Delta
160.82,Rural,Mekong Delta
95.49,Rural,Mekong Delta
78.28,Rural,Mekong Delta
124.98,Rural,Mekong Delta
110.32,Rural,Mekong Delta
193.96,Rural,Mekong Delta
416.72,Rural,Mekong Delta
183.59,Rural,Mekong Delta
116.25,Rural,Mekong Delta
98.16,Rural,Mekong Delta
96.2,Rural,Mekong Delta
103.15,Rural,Mekong Delta
85.32,Rural,Mekong Delta
373.69,Rural,Mekong Delta
174.9,Rural,Mekong Delta
179.91,Rural,Mekong Delta
76.85,Rural,Mekong Delta
112.01,Rural,Mekong Delta
242.44,Rural,Mekong Delta
114.29,Rural,Mekong Delta
128.61,Rural,Mekong Delta
147.24,Rural,Mekong Delta
98.33,Rural,Mekong Delta
96.37,Rural,Mekong Delta
134.13,Rural,Mekong Delta
405.8,Rural,Mekong Delta
165.09,Rural,Mekong Delta
347.67,Rural,Mekong Delta
99.58,Rural,Mekong Delta
342.01,Rural,Mekong Delta
159.75,Rural,Mekong Delta
71.45,Rural,Mekong Delta
308.77,Rural,Mekong Delta
106.22,Rural,Mekong Delta
217.84,Rural,Mekong Delta
97.66,Rural,Mekong Delta
118.75,Rural,Mekong Delta
107.58,Rural,Mekong Delta
79.17,Rural,Mekong Delta
130.48,Rural,Mekong Delta
192.55,Rural,Mekong Delta
91.61,Rural,Mekong Delta
292.71,Rural,Mekong Delta
244.02,Rural,Mekong Delta
92.02,Rural,Mekong Delta
173.22,Rural,Mekong Delta
109.22,Rural,Mekong Delta
225.46,Rural,Mekong Delta
82.31,Rural,Mekong Delta
138.64,Rural,Mekong Delta
249.52,Rural,Mekong Delta
97.01,Rural,Mekong Delta
114.4,Rural,Mekong Delta
317.3,Rural,Mekong Delta
144.46,Rural,Mekong Delta
111.05,Rural,Mekong Delta
174.88,Rural,Mekong Delta
174.38,Rural,Mekong Delta
56.99,Rural,Mekong Delta
80.65,Rural,Mekong Delta
130.45,Rural,Mekong Delta
220.46,Rural,Mekong Delta
111.57,Rural,Mekong Delta
122.56,Rural,Mekong Delta
261.97,Rural,Mekong Delta
85.97,Rural,Mekong Delta
163.52,Rural,Mekong Delta
158.03,Rural,Mekong Delta
131.99,Rural,Mekong Delta
127.3,Rural,Mekong Delta
360.6,Rural,Mekong Delta
109.12,Rural,Mekong Delta
151.84,Rural,Mekong Delta
80.84,Rural,Mekong Delta
143.94,Rural,Mekong Delta
173.07,Rural,Mekong Delta
63.59,Rural,Mekong Delta
133.55,Rural,Mekong Delta
132.49,Rural,Mekong Delta
296.27,Rural,Mekong Delta
110,Rural,Mekong Delta
197.15,Rural,Mekong Delta
94.68,Rural,Mekong Delta
176.21,Rural,Mekong Delta
178.04,Rural,Mekong Delta
130.66,Rural,Mekong Delta
127.36,Rural,Mekong Delta
101.92,Rural,Mekong Delta
79.67,Rural,Mekong Delta
87.54,Rural,Mekong Delta
162.88,Rural,Mekong Delta
289.86,Rural,Mekong Delta
160.39,Rural,Mekong Delta
117.29,Rural,Mekong Delta
237.95,Rural,Mekong Delta
209.2,Rural,Mekong Delta
86.78,Rural,Mekong Delta
180.07,Rural,Mekong Delta
162.25,Rural,Mekong Delta
198.83,Rural,Mekong Delta
145.5,Rural,Mekong Delta
130.24,Rural,Mekong Delta
97.57,Rural,Mekong Delta
62.71,Rural,Mekong Delta
92.9,Rural,Mekong Delta
140.41,Rural,Mekong Delta
97.78,Rural,Mekong Delta
170.47,Rural,Mekong Delta
184.7,Rural,Mekong Delta
131.32,Rural,Mekong Delta
101,Rural,Mekong Delta
113.34,Rural,Mekong Delta
177.79,Rural,Mekong Delta
316.56,Rural,Mekong Delta
108.48,Rural,Mekong Delta
159.38,Rural,Mekong Delta
145.26,Rural,Mekong Delta
246.03,Rural,Mekong Delta
142.43,Rural,Mekong Delta
145.16,Rural,Mekong Delta
111.98,Rural,Mekong Delta
88.33,Rural,Mekong Delta
78.96,Rural,Mekong Delta
119.47,Rural,Mekong Delta
98.99,Rural,Mekong Delta
75.37,Rural,Mekong Delta
196.38,Rural,Mekong Delta
475.32,Rural,Mekong Delta
153.44,Rural,Mekong Delta
222.41,Rural,Mekong Delta
102.02,Rural,Mekong Delta
125.72,Rural,Mekong Delta
128.61,Rural,Mekong Delta
105.77,Rural,Mekong Delta
59.38,Rural,Mekong Delta
121.19,Rural,Mekong Delta
174.45,Rural,Mekong Delta
101.04,Rural,Mekong Delta
138.37,Rural,Mekong Delta
98.31,Rural,Mekong Delta
125.11,Rural,Mekong Delta
130.45,Rural,Mekong Delta
95.74,Rural,Mekong Delta
55.44,Rural,Mekong Delta
98.07,Rural,Mekong Delta
227.11,Rural,Mekong Delta
138.36,Rural,Mekong Delta
118.59,Rural,Mekong Delta
205.1,Rural,Mekong Delta
198.93,Rural,Mekong Delta
209.12,Rural,Mekong Delta
85.48,Rural,Mekong Delta
176.91,Rural,Mekong Delta
162.58,Rural,Mekong Delta
184.86,Rural,Mekong Delta
253.8,Rural,Mekong Delta
102.95,Rural,Mekong Delta
182.97,Rural,Mekong Delta
92.83,Rural,Mekong Delta
105.96,Rural,Mekong Delta
135.89,Rural,Mekong Delta
99.77,Rural,Mekong Delta
147.06,Rural,Mekong Delta
257.42,Rural,Mekong Delta
262.31,Rural,Mekong Delta
296.72,Rural,Mekong Delta
132.43,Rural,Mekong Delta
121.59,Rural,Mekong Delta
60.09,Rural,Mekong Delta
232.98,Rural,Mekong Delta
298.92,Rural,Mekong Delta
58.24,Rural,Mekong Delta
320.1,Rural,Mekong Delta
131.58,Rural,Mekong Delta
103.51,Rural,Mekong Delta
86.23,Rural,Mekong Delta
284.69,Rural,Mekong Delta
107.88,Rural,Mekong Delta
193.07,Rural,Mekong Delta
207.69,Rural,Mekong Delta
142.59,Rural,Mekong Delta
83.79,Rural,Mekong Delta
313.99,Rural,Mekong Delta
269.37,Rural,Mekong Delta
139.77,Rural,Mekong Delta
181.43,Rural,Mekong Delta
75.02,Rural,Mekong Delta
107.34,Rural,Mekong Delta
237.68,Rural,Mekong Delta
100.33,Rural,Mekong Delta
385.75,Rural,Mekong Delta
102.74,Rural,Mekong Delta
212.63,Rural,Mekong Delta
91.02,Rural,Mekong Delta
105.87,Rural,Mekong Delta
152.47,Rural,Mekong Delta
300.04,Rural,Mekong Delta
169.44,Rural,Mekong Delta
105.79,Rural,Mekong Delta
106.96,Rural,Mekong Delta
297.43,Rural,Mekong Delta
234.67,Rural,Mekong Delta
89.28,Rural,Mekong Delta
156.94,Rural,Mekong Delta
127.87,Rural,Mekong Delta
156.71,Rural,Mekong Delta
92.47,Rural,Mekong Delta
135.19,Rural,Mekong Delta
235.17,Rural,Mekong Delta
288.42,Rural,Mekong Delta
87.36,Rural,Mekong Delta
83.4,Rural,Mekong Delta
82.56,Rural,Mekong Delta
620.84,Rural,Mekong Delta
93.93,Rural,Mekong Delta
100.91,Rural,Mekong Delta
105.37,Rural,Mekong Delta
249.16,Rural,Mekong Delta
333.57,Rural,Mekong Delta
137.35,Rural,Mekong Delta
177.41,Rural,Mekong Delta
244.47,Rural,Mekong Delta
184.61,Rural,Mekong Delta
183.58,Rural,Mekong Delta
112.2,Rural,Mekong Delta
197.37,Rural,Mekong Delta
120.95,Rural,Mekong Delta
214.19,Rural,Mekong Delta
164.26,Rural,Mekong Delta
132.08,Rural,Mekong Delta
498.79,Rural,Mekong Delta
73.89,Rural,Mekong Delta
126.95,Rural,Mekong Delta
109.93,Rural,Mekong Delta
100.57,Rural,Mekong Delta
279.61,Rural,Mekong Delta
82.03,Rural,Mekong Delta
158.28,Rural,Mekong Delta
241.71,Rural,Mekong Delta
244.75,Rural,Mekong Delta
158.65,Rural,Mekong Delta
98.1,Rural,Mekong Delta
120.77,Rural,Mekong Delta
218.47,Rural,Mekong Delta
178.04,Rural,Mekong Delta
122.58,Rural,Mekong Delta
267.74,Rural,Mekong Delta
168.75,Rural,Mekong Delta
102.66,Rural,Mekong Delta
191.82,Rural,Mekong Delta
271.62,Rural,Mekong Delta
140.87,Rural,Mekong Delta
172.46,Rural,Mekong Delta
230.9,Rural,Mekong Delta
41.51,Rural,Mekong Delta
136.44,Rural,Mekong Delta
118.58,Rural,Mekong Delta
196.9,Rural,Mekong Delta
141.28,Rural,Mekong Delta
73.36,Rural,Mekong Delta
185.54,Rural,Mekong Delta
172.39,Rural,Mekong Delta
210.79,Rural,Mekong Delta
178.54,Rural,Mekong Delta
65.13,Rural,Mekong Delta
322.59,Rural,Mekong Delta
57.97,Rural,Mekong Delta
132.21,Rural,Mekong Delta
180.92,Rural,Mekong Delta
192.67,Rural,Mekong Delta
247.01,Rural,Mekong Delta
309.28,Rural,Mekong Delta
130.1,Rural,Mekong Delta
151.95,Rural,Mekong Delta
210.14,Rural,Mekong Delta
212.29,Rural,Mekong Delta
48.42,Rural,Mekong Delta
98.35,Rural,Mekong Delta
93.11,Rural,Mekong Delta
129.62,Rural,Mekong Delta
85.75,Rural,Mekong Delta
110.98,Rural,Mekong Delta
107.96,Rural,Mekong Delta
125.33,Rural,Mekong Delta
182.84,Rural,Mekong Delta
191.72,Rural,Mekong Delta
347.04,Rural,Mekong Delta
112.1,Rural,Mekong Delta
145.2,Rural,Mekong Delta
375.4,Rural,Mekong Delta
182.43,Rural,Mekong Delta
158.64,Rural,Mekong Delta
165.84,Rural,Mekong Delta
156.84,Rural,Mekong Delta
137.39,Rural,Mekong Delta
183.45,Rural,Mekong Delta
104.73,Rural,Mekong Delta
109.58,Rural,Mekong Delta
139.33,Rural,Mekong Delta
275.38,Rural,Mekong Delta
133.05,Rural,Mekong Delta
124.32,Rural,Mekong Delta
115.95,Rural,Mekong Delta
75.02,Rural,Mekong Delta
174.87,Rural,Mekong Delta
207.99,Rural,Mekong Delta
125.57,Rural,Mekong Delta
135.46,Rural,Mekong Delta
102.63,Rural,Mekong Delta
267.82,Rural,Mekong Delta
213.36,Rural,Mekong Delta
88.91,Rural,Mekong Delta
148.8,Rural,Mekong Delta
105.26,Rural,Mekong Delta
93.24,Rural,Mekong Delta
101.23,Rural,Mekong Delta
57.09,Rural,Mekong Delta
187.15,Rural,Mekong Delta
95.34,Rural,Mekong Delta
61.57,Rural,Mekong Delta
122.8,Rural,Mekong Delta
106.34,Rural,Mekong Delta
162.02,Rural,Mekong Delta
117.21,Rural,Mekong Delta
414.52,Rural,Mekong Delta
61.58,Rural,Mekong Delta
153.62,Rural,Mekong Delta
145.65,Rural,Mekong Delta
114.29,Rural,Mekong Delta
132.56,Rural,Mekong Delta
99.6,Rural,Mekong Delta
169.43,Rural,Mekong Delta
55.87,Rural,Mekong Delta
120.71,Rural,Mekong Delta
130.81,Rural,Mekong Delta
135.71,Rural,Mekong Delta
92.82,Rural,Mekong Delta
200.72,Rural,Mekong Delta
181.35,Rural,Mekong Delta
187.55,Rural,Mekong Delta
177.26,Rural,Mekong Delta
226.32,Rural,Mekong Delta
120.96,Rural,Mekong Delta
222.13,Rural,Mekong Delta
146.66,Rural,Mekong Delta
108.83,Rural,Mekong Delta
117.49,Rural,Mekong Delta
185.47,Rural,Mekong Delta
135.86,Rural,Mekong Delta
224.43,Rural,Mekong Delta
216.78,Rural,Mekong Delta
116.43,Rural,Mekong Delta
222.64,Rural,Mekong Delta
105.47,Rural,Mekong Delta
147.18,Rural,Mekong Delta
134.18,Rural,Mekong Delta
85.91,Rural,Mekong Delta
116.93,Rural,Mekong Delta
149.24,Rural,Mekong Delta
147.56,Rural,Mekong Delta
76.4,Rural,Mekong Delta
107.67,Rural,Mekong Delta
109.84,Rural,Mekong Delta
153.79,Rural,Mekong Delta
119.34,Rural,Mekong Delta
306.14,Rural,Mekong Delta
93.91,Rural,Mekong Delta
292.46,Rural,Mekong Delta
143.06,Rural,Mekong Delta
140.63,Rural,Mekong Delta
123.76,Rural,Mekong Delta
296.35,Rural,Mekong Delta
151.19,Rural,Mekong Delta
225.08,Rural,Mekong Delta
134.23,Rural,Mekong Delta
121.51,Rural,Mekong Delta
183.25,Rural,Mekong Delta
210.95,Rural,Mekong Delta
145.32,Rural,Mekong Delta
179.42,Rural,Mekong Delta
172.47,Rural,Mekong Delta
103.24,Rural,Mekong Delta
150.25,Rural,Mekong Delta
136.76,Rural,Mekong Delta
408.59,Rural,Mekong Delta
169.08,Rural,Mekong Delta
133.07,Rural,Mekong Delta
148.78,Rural,Mekong Delta
136.19,Rural,Mekong Delta
167.44,Rural,Mekong Delta
74.55,Rural,Mekong Delta
85.6,Rural,Mekong Delta
224.85,Rural,Mekong Delta
196.98,Rural,Mekong Delta
